франкфурт-на-майне	франкфурт	0.8855328
основополагающий	полный	0.2000982
плексигласовый	химический	0.40931556
неподтвержденный	качественный	0.24095681
древневерхненемецкий	немецкий	0.49305132
обувнозаготовочный	древний	0.09359745
сентиментальность	чувствительность	0.53738695
заблагорассудиться	краситься	0.31150648
самогоноварение	наркопреступность	0.33137673
полуразложившийся	полураспавшийся	0.7264032
шумозаградительный	обеспечительный	0.42883083
нерасследованный	следственный	0.48836392
неосуществленный	нереализованный	0.6520814
люминесцентный	жирный	0.24282493
кровезаменитель	каратель	0.33051616
песчано-гравийный	асфальтобетонный	0.57052946
валяносапожник	башмачник	0.5116179
необуржуазный	опасный	0.2639478
междоусобица	война	0.5214577
непотопляемый	верный	0.21969038
лейб-гвардейский	житейский	0.13978525
предынфарктный	коматозный	0.58540106
завербовывать	нанимать	0.44447118
склеропластика	информатика	0.3337931
неукоснительно	ветрено	0.15354441
неоплатонизм	комизм	0.5695936
поисково-спасательный	пастельный	0.3711135
коксующийся	угольный	0.4410456
эластокинематический	кинематический	0.7606971
восемьсотпятидесятилетие	возмездие	0.22760646
неопознанный	неизвестный	0.49421173
горюче-смазочный	топливный	0.6535742
попустительствовать	потакать	0.5424157
спецслужбист	коммунист	0.55037934
самозатачивающийся	твердосплавный	0.38984418
биокибернетик	ученый	0.5234112
невосприимчивый	неподверженный	0.33957958
ханты-мансийск	торонто	0.48080584
центрально-черноземный	сонный	0.20766038
сергиево-посадский	московский	0.55813485
раннеперестроечный	позднесоветский	0.5433453
нормальненько	сухо	0.32207885
залогодержатель	банк	0.4074341
азиатско-тихоокеанский	дальневосточный	0.7540238
гастроэнтеролог	врач	0.39355636
конституционно-правовой	юридический	0.51749253
камнесамоцветный	драгоценный	0.51373315
горношахтный	промышленный	0.54667675
нечленораздельный	безмерный	0.3307912
белогвардеец	империя	0.3086897
электронно-механический	эпический	0.29151657
пуленепробиваемый	бронированный	0.6140951
пенополиуританин	кефир	0.43508253
бессквозняковый	безветреный	0.49647918
вестминстерский	лондонский	0.6025906
сногсшибательный	завистливый	0.34374145
полиизобутилен	поливинилацетат	0.78493285
грузино-абхазский	кавказский	0.61635345
детоталитаризация	стол	0.11045588
слабоминерализованный	гидрокарбонатный	0.46539503
авиационно-космический	воздушный	0.5328686
сталелитейный	заводской	0.5518388
спринтерский	атлетический	0.43928424
звукозаписывающий	студийный	0.56366926
конкуретноспособность	предпринимательство	0.5156738
неремонтопригодный	былой	0.13307074
уголовно-процессуальный	судебный	0.5922249
приснопамятный	темпераментный	0.17753053
чехословацкий	чешский	0.67626655
полузамерзший	сиреневый	0.5318237
взаимозаменяемый	альтернативный	0.5234231
неостановимый	воображаемый	0.34294865
налогооблагаемый	материальный	0.4868756
рационализаторский	классный	0.21726467
длиннобазный	вытянутый	0.47461706
поскальзываться	спотыкаться	0.70920914
легкоусвояемый	диетический	0.48718125
хлопчатобумажный	ткацкий	0.5948333
закоренелый	усталый	0.35798278
желудочно-кишечный	врачебный	0.34975976
квадратно-гнездовой	квадратный	0.6999144
гражданско-процессуальный	общеправовой	0.65268177
неосторожный	неаккуратный	0.4892927
приспосабливаться	умудряться	0.3090617
рабоче-крестьянский	пролетарский	0.7180677
тетраэтилсвинец	свинец	0.781222
морально-нравственный	этический	0.7323688
незатасканный	неистрепанный	0.63135403
неизбирабельный	стойкий	0.26537046
социально-политический	экономический	0.722618
двухъярусный	плотный	0.37808508
беллинсгаузен	крузенштерн	0.7548324
древесностружечный	строительный	0.5307459
непропорциональность	диспропорциональность	0.9107106
горно-обогатительный	восхитительный	0.3674821
исправительно-трудовой	лагерный	0.37865967
сердечно-сосудистый	кровеносный	0.6587299
всепобеждающий	кожаный	0.15436378
небезызвестный	знаменитый	0.61011255
приноравливаться	приспособляться	0.6474205
набалдашник	чиновник	0.29421082
всеохватывающий	всеобъемлющий	0.69717944
совершеннолетний	тетрадный	0.17951289
претенциозный	пафосный	0.62522066
